Contract reference,Name,Province,Area,Primary Number,Collection name,House Hold Size,Registration Date
C364190017,E***,Lusaka,Kanyama,XXXX3534,D***,9,6/12/2025
C364200014,B***,Lusaka,Kanyama,XXXX3250,D***,7,6/12/2025
C364330019,M***,Lusaka,Kabanana,XXXX0116,E***,5,6/24/2025
C364440016,M***,Lusaka,John Haward,XXXX8866,F***,5,6/13/2025
C364520015,K***,Lusaka,Kaunda Square Stage One,XXXX2439,J***,7,6/13/2025
C364970012,S***,Lusaka,Kasupe,XXXX9238,A***,4,6/15/2025
C365060011,I***,Lusaka,Mtendere Main,XXXX7812,A***,4,6/15/2025
C365200013,M***,Lusaka,Chilenje,XXXX5075,A***,3,6/18/2025
C365210012,T***,Lusaka,Chilenje,XXXX1560,A***,4,6/18/2025
C365270016,G***,Lusaka,Chilenje,XXXX8995,I***,6,6/18/2025
C365280015,B***,Lusaka,Chilenje,XXXX7175,I***,6,6/18/2025
C365450014,S***,Lusaka,Kamwala South,XXXX8700,G***,6,6/18/2025
C365520014,J***,Lusaka,Ngombe,XXXX7040,G***,12,6/19/2025
C365530013,M***,Lusaka,Kaunda Square Stage One,XXXX4284,J***,7,6/18/2025
C365590017,B***,Lusaka,Ngombe,XXXX7281,G***,7,6/19/2025
C365620012,C***,Lusaka,Ngombe,XXXX5870,J***,5,6/19/2025
C365680016,R***,Lusaka,Ngombe,XXXX2473,J***,5,6/18/2025
C365690015,R***,Lusaka,Ngombe,XXXX9025,J***,5,6/18/2025
C365720010,P***,Lusaka,Ngombe,XXXX8338,S***,5,6/18/2025
C365740018,M***,Lusaka,Ngombe,XXXX7697,S***,6,6/24/2025
C365750017,R***,Lusaka,Ngombe,XXXX4180,S***,6,6/18/2025
C365810019,H***,Lusaka,Ngombe,XXXX2230,B***,3,6/18/2025
C365820018,E***,Lusaka,Ngombe,XXXX4400,B***,9,6/19/2025
C365830017,A***,Lusaka,Meanwood Kwamwena,XXXX6674,J***,6,6/18/2025
C365840016,P***,Lusaka,Ngombe,XXXX2312,J***,5,6/18/2025
C365870013,A***,Lusaka,Ngombe,XXXX3401,J***,4,6/18/2025
C365890011,S***,Lusaka,Ngombe,XXXX3089,J***,8,6/18/2025
C365930015,R***,Lusaka,Ngombe,XXXX2710,J***,7,6/18/2025
C365950013,F***,Lusaka,Ngombe,XXXX0457,J***,6,6/18/2025
C366020014,E***,Lusaka,Kamwala South,XXXX5333,L***,10,6/19/2025
C366040012,H***,Lusaka,Jack Compound,XXXX5523,L***,8,6/19/2025
C366060010,K***,Lusaka,Jack Compound,XXXX9889,L***,6,6/19/2025
C366070019,E***,Lusaka,Jack Compound,XXXX9017,L***,5,6/19/2025
C366100014,R***,Lusaka,Jack Compound,XXXX6885,F***,5,6/19/2025
C366110013,C***,Lusaka,Jack Compound,XXXX3140,F***,6,6/19/2025
C366120012,M***,Lusaka,Jack Compound,XXXX9677,F***,5,6/19/2025
C366230019,M***,Lusaka,Kaunda Square Stage One,XXXX9037,J***,2,6/20/2025
C366290013,M***,Lusaka,Mtendere,XXXX9845,A***,6,7/4/2025
C366300010,C***,Lusaka,Kaunda Square Stage One,XXXX7594,J***,5,6/20/2025
C366330017,V***,Lusaka,Jack Compound,XXXX2081,L***,4,6/25/2025
C366340016,P***,Lusaka,Kaunda Square Stage One,XXXX5755,J***,7,6/20/2025
C366420016,N***,Lusaka,Kabanana,XXXX6391,E***,3,6/25/2025
C366460012,S***,Lusaka,Chazanga,XXXX2629,J***,6,6/23/2025
C366500015,M***,Lusaka,Kabanana,XXXX7087,E***,4,6/23/2025
C366630010,M***,Lusaka,15 Miles,XXXX2936,I***,5,6/23/2025
C366650018,A***,Lusaka,15 Miles,XXXX1422,I***,2,6/23/2025
C366710010,E***,Lusaka,15 Miles,XXXX1681,B***,4,6/23/2025
C366730018,C***,Lusaka,15 Miles,XXXX2092,B***,1,6/23/2025
C366750016,E***,Lusaka,15 Miles,XXXX9174,B***,8,6/23/2025
C366840015,B***,Lusaka,Kasupe,XXXX4702,A***,6,6/23/2025
C366880011,S***,Lusaka,Kasupe,XXXX1651,A***,4,6/23/2025
C366920015,M***,Lusaka,Kasupe,XXXX2422,A***,4,6/23/2025
C366990018,D***,Lusaka,Kasupe,XXXX7206,A***,6,6/23/2025
C367000015,S***,Lusaka,Kasupe,XXXX9909,A***,8,6/23/2025
C367020013,P***,Lusaka,Kasupe,XXXX1423,A***,5,6/23/2025
C367040011,L***,Lusaka,Kasupe,XXXX7206,A***,6,6/23/2025
C367110012,G***,Lusaka,Garden House,XXXX1511,E***,5,6/24/2025
C367230018,T***,Lusaka,Zanimuone,XXXX3560,D***,6,6/25/2025
C367410016,M***,Lusaka,Zanimuone,XXXX0999,D***,3,6/25/2025
C367450012,P***,Lusaka,Zanimuone,XXXX2015,D***,5,6/25/2025
C367520012,L***,Lusaka,Chalala,XXXX6895,S***,2,6/25/2025
C367570017,A***,Lusaka,Chalala,XXXX8792,S***,2,6/25/2025
C367620010,M***,Lusaka,Kamwala South,XXXX0178,G***,7,6/25/2025
C367640018,M***,Lusaka,Kamwala South,XXXX3210,M***,6,6/25/2025
C367660016,S***,Lusaka,Chalala,XXXX8496,S***,2,6/25/2025
C367790011,M***,Lusaka,Garden Compound,XXXX9006,M***,8,6/26/2025
C367800018,P***,Lusaka,Garden Compound,XXXX1599,M***,4,6/26/2025
C367810017,R***,Lusaka,Garden Compound,XXXX9177,M***,9,6/26/2025
C367850013,E***,Lusaka,Garden Compound,XXXX5120,M***,5,6/26/2025
C367970019,R***,Lusaka,Ngombe,XXXX9155,S***,7,6/27/2025
C367980018,A***,Lusaka,Ngombe,XXXX4777,S***,3,6/27/2025
C367990017,M***,Lusaka,Ngombe,XXXX7949,S***,7,6/27/2025
C368000014,L***,Lusaka,Ngombe,XXXX9471,S***,5,6/27/2025
C368020012,P***,Lusaka,Ngombe,XXXX0756,S***,5,6/27/2025
C368030011,J***,Lusaka,Ngombe,XXXX8136,S***,8,6/27/2025
C368050019,E***,Lusaka,Ngombe,XXXX8331,S***,6,6/27/2025
C368070017,C***,Lusaka,Ngombe,XXXX2372,S***,6,6/27/2025
C368110011,H***,Lusaka,Ngombe,XXXX7525,S***,6,6/27/2025
C368170015,K***,Lusaka,Ngombe,XXXX1770,S***,4,6/27/2025
C368180014,M***,Lusaka,Ngombe,XXXX2276,S***,7,6/30/2025
C368190013,H***,Lusaka,Ngombe,XXXX8768,S***,8,6/30/2025
C368200010,B***,Lusaka,Ngombe,XXXX5041,S***,8,6/30/2025
C368250015,J***,Lusaka,Ngombe,XXXX3714,S***,3,7/2/2025
C368260014,C***,Lusaka,Ngombe,XXXX7490,S***,5,7/2/2025
C368340014,F***,Lusaka,Ngombe,XXXX6281,J***,7,7/2/2025
C368360012,S***,Lusaka,Ngombe,XXXX8081,J***,6,6/30/2025
C368400016,E***,Lusaka,Ngombe,XXXX6701,B***,5,6/30/2025
C368530010,J***,Lusaka,Kanyama,XXXX7331,D***,5,6/29/2025
C368610010,B***,Lusaka,Kanyama,XXXX5991,D***,7,6/29/2025
C369000013,J***,Lusaka,Kaunda Square Stage One,XXXX9928,J***,6,7/2/2025
C369030010,C***,Lusaka,Chipata Compound,XXXX1181,E***,4,7/2/2025
C369040019,D***,Lusaka,Chipata Compound,XXXX5174,E***,7,7/2/2025
C369120019,N***,Lusaka,Kaunda Square Stage One,XXXX8360,J***,7,7/2/2025
C369150016,A***,Lusaka,Kaunda Square Stage One,XXXX6351,J***,7,7/2/2025
C369350012,S***,Lusaka,Chilenje,XXXX9761,I***,3,7/3/2025
C369440011,F***,Lusaka,Chilenje,XXXX2098,A***,6,7/3/2025
C369640016,F***,Lusaka,Woodlands,XXXX9398,A***,5,7/3/2025
C321660011,M***,Lusaka,Kabanana,XXXX1686,F***,4,9/22/2023
C321880015,J***,Lusaka,John Haward,XXXX1156,F***,3,9/25/2023
C322530015,L***,Lusaka,John Haward,XXXX6798,F***,6,9/29/2023
C327040010,S***,Lusaka,Garden Compound,XXXX0485,M***,7,11/24/2023
C327240016,J***,Lusaka,Garden Compound,XXXX8476,M***,5,11/24/2023
C327840013,M***,Lusaka,Ngombe,XXXX9618,B***,7,12/1/2023
C329140016,S***,Lusaka,Mandevu,XXXX2212,C***,8,12/14/2023
C329230015,T***,Lusaka,Mandevu,XXXX4223,C***,8,12/14/2023
C329420012,N***,Lusaka,Chalala,XXXX0600,S***,3,12/18/2023
C329990014,P***,Lusaka,Ngombe,XXXX9331,B***,7,1/11/2024
C334070018,D***,Lusaka,15 Miles,XXXX9282,S***,4,4/24/2024
C334150018,S***,Lusaka,15 Miles,XXXX2096,S***,4,4/24/2024
C334350014,V***,Lusaka,15 Miles,XXXX0085,S***,7,4/24/2024
C334430014,L***,Lusaka,Ngombe,XXXX8451,B***,7,4/25/2024
C334470010,L***,Lusaka,Ngombe,XXXX8200,B***,7,4/25/2024
C334590015,E***,Lusaka,Ngombe,XXXX9146,B***,3,4/25/2024
C334870011,C***,Lusaka,Ngombe,XXXX9840,B***,8,4/25/2024
C334900016,P***,Lusaka,George,XXXX9883,P***,10,4/26/2024
C335240016,L***,Lusaka,Ngombe,XXXX3622,B***,5,5/2/2024
C337830012,M***,Lusaka,15 Miles,XXXX6539,S***,5,5/13/2024
C340550011,M***,Lusaka,George,XXXX2881,S***,3,6/11/2024
C340980010,M***,Lusaka,Kasupe,XXXX1471,J***,5,6/13/2024
C341540011,V***,Lusaka,Ngombe,XXXX9580,J***,5,6/14/2024
C341630010,C***,Lusaka,Ngombe,XXXX6500,J***,5,6/14/2024
C341640019,C***,Lusaka,Ngombe,XXXX9873,B***,11,6/14/2024
C341770014,J***,Lusaka,Ngombe,XXXX7286,J***,7,6/14/2024
C341820017,K***,Lusaka,Ngombe,XXXX1722,J***,4,6/17/2024
C342110012,R***,Lusaka,Chazanga,XXXX3307,J***,5,6/17/2024
C342280013,J***,Lusaka,Chazanga,XXXX5372,J***,11,6/17/2024
C342660016,M***,Lusaka,Garden House,XXXX1883,E***,5,6/18/2024
C343520011,D***,Lusaka,Chilenje,XXXX8173,A***,6,6/24/2024
C343940011,P***,Lusaka,Chilenje,XXXX1282,I***,7,6/25/2024
C344420013,H***,Lusaka,Matero,XXXX9706,A***,6,6/26/2024
C345250013,Y***,Lusaka,Chalala,XXXX2161,L***,4,7/9/2024
C345420012,D***,Lusaka,Chilenje,XXXX4596,L***,4,7/10/2024
C345490015,K***,Lusaka,Chilenje,XXXX9199,L***,6,7/10/2024
C346510019,R***,Lusaka,Matero,XXXX5038,A***,10,7/17/2024
C346560014,L***,Lusaka,Matero,XXXX9800,A***,7,7/17/2024
C349090019,C***,Lusaka,kalundu,XXXX9915,B***,5,2/25/2025
C349490011,A***,Lusaka,Garden Compound,XXXX5779,M***,6,5/26/2025
C349730010,B***,Lusaka,6 Miles,XXXX0477,C***,4,5/28/2025
C349780015,B***,Lusaka,6 Miles,XXXX2087,C***,5,5/28/2025
C351040019,K***,Lusaka,15 Miles,XXXX0021,S***,3,5/30/2025
C351120019,M***,Lusaka,15 Miles,XXXX8592,S***,5,5/30/2025
C351150016,A***,Lusaka,15 Miles,XXXX4113,B***,7,6/7/2025
C351170014,J***,Lusaka,15 Miles,XXXX3972,B***,1,5/30/2025
C351210018,R***,Lusaka,15 Miles,XXXX4841,S***,6,5/30/2025
C351250014,M***,Lusaka,15 Miles,XXXX2594,S***,5,5/30/2025
C351550017,S***,Lusaka,Kamwala South,XXXX2102,F***,3,6/3/2025
C351760012,H***,Lusaka,Jack Compound,XXXX7766,M***,4,6/3/2025
C351820014,B***,Lusaka,Jack Compound,XXXX7271,M***,2,5/31/2025
C352850010,C***,Lusaka,Libala South,XXXX4553,G***,6,6/3/2025
C353370018,M***,Lusaka,Kanyama,XXXX1000,D***,5,6/3/2025
C353630015,S***,Lusaka,Kaunda Square Stage One,XXXX4895,J***,4,6/4/2025
C353690019,S***,Lusaka,Kaunda Square Stage One,XXXX5403,J***,3,6/4/2025
C353810013,B***,Lusaka,Kaunda Square Stage One,XXXX5427,J***,4,6/4/2025
C353820012,Z***,Lusaka,Kaunda Square Stage One,XXXX9179,J***,5,6/4/2025
C353830011,G***,Lusaka,Kanyama,XXXX6534,D***,2,6/3/2025
C353880016,M***,Lusaka,Kanyama,XXXX4083,D***,4,6/6/2025
C354100018,C***,Lusaka,Jack Compound,XXXX5214,M***,3,6/5/2025
C354210015,H***,Lusaka,Chilenje South,XXXX5581,I***,4,6/4/2025
C354320012,G***,Lusaka,Jack Compound,XXXX5404,M***,6,6/5/2025
C354350019,R***,Lusaka,Jack Compound,XXXX0829,M***,4,6/5/2025
C354490013,C***,Lusaka,Chilenje,XXXX1435,I***,6,6/4/2025
C354580011,D***,Lusaka,Chilenje South,XXXX9015,I***,6,6/4/2025
C354600017,S***,Lusaka,Chilenje South,XXXX6430,S***,3,6/4/2025
C354740011,K***,Lusaka,Ngombe,XXXX8596,B***,4,6/5/2025
C354960015,G***,Lusaka,Ngombe,XXXX7076,B***,5,6/5/2025
C355050014,G***,Lusaka,Ngombe,XXXX7523,B***,5,6/5/2025
C355240011,O***,Lusaka,Ngombe,XXXX9784,B***,6,6/5/2025
C355280017,R***,Lusaka,Ngombe,XXXX9094,B***,3,6/5/2025
C355880014,D***,Lusaka,Kasupe,XXXX2927,J***,5,6/6/2025
C356010017,K***,Lusaka,Kasupe,XXXX9511,J***,5,6/6/2025
C356070011,F***,Lusaka,Kasupe,XXXX0699,J***,4,6/6/2025
C356450015,A***,Lusaka,Chazanga,XXXX1105,J***,6,6/9/2025
C358720019,M***,Lusaka,Kabulonga,XXXX4185,S***,2,6/7/2025
C359170016,M***,Lusaka,15 Miles,XXXX0698,I***,3,5/30/2025
C359810017,C***,Lusaka,Ngombe,XXXX2784,J***,4,6/5/2025
C359900016,N***,Lusaka,Ngombe,XXXX5998,J***,5,6/5/2025
C359920014,C***,Lusaka,Ngombe,XXXX3284,J***,9,6/5/2025
C360450019,E***,Lusaka,Chilenje,XXXX1336,L***,4,6/4/2025
C363270018,M***,Lusaka,Kabanana,XXXX5740,E***,8,6/9/2025
C68610013,J***,Lusaka,Matero,XXXX2978,A***,0,2/2/2021
C281450015,H***,Lusaka,Chaminuka,XXXX7548,M***,8,7/22/2022
C281460014,C***,Lusaka,Chaminuka,XXXX2952,M***,6,7/22/2022
C281470013,F***,Lusaka,Chaminuka,XXXX9078,M***,5,7/22/2022
C281490011,P***,Lusaka,Chaminuka,XXXX6815,M***,4,7/25/2022
C281500017,C***,Lusaka,Chaminuka,XXXX5575,M***,5,7/22/2022
C281510016,N***,Lusaka,Chaminuka,XXXX5959,M***,9,7/22/2022
C281520015,J***,Lusaka,Chaminuka,XXXX8162,M***,3,7/22/2022
C281530014,K***,Lusaka,Chaminuka,XXXX1970,M***,2,7/22/2022
C281540013,I***,Lusaka,Chaminuka,XXXX7349,M***,5,7/25/2022
C281560011,R***,Lusaka,Chaminuka,XXXX5730,M***,7,7/23/2022
C281570010,M***,Lusaka,Chaminuka,XXXX2398,M***,6,7/25/2022
C281580019,P***,Lusaka,Chaminuka,XXXX2115,M***,3,7/25/2022
C281910018,C***,Lusaka,Chaminuka,XXXX5353,M***,7,7/25/2022
C281920017,K***,Lusaka,Chaminuka,XXXX5739,M***,5,7/25/2022
C282300011,H***,Lusaka,Chaminuka,XXXX8103,M***,2,8/5/2022
C282320019,S***,Lusaka,Chaminuka,XXXX0401,M***,2,8/5/2022
C282370014,E***,Lusaka,Chaminuka,XXXX0528,M***,3,8/5/2022
C282450014,N***,Lusaka,Chaminuka,XXXX2085,M***,6,8/5/2022
C282540012,J***,Lusaka,Chaminuka,XXXX2806,M***,5,8/5/2022
C283900017,K***,Lusaka,Chaminuka,XXXX1353,M***,4,8/23/2022
C283960011,A***,Lusaka,Chaminuka,XXXX0809,M***,4,8/23/2022
C283970010,T***,Lusaka,Chaminuka,XXXX1501,M***,3,8/23/2022
C287270011,W***,Lusaka,Makeni,XXXX6434,M***,3,10/21/2022
C288360019,M***,Lusaka,Matero,XXXX5527,A***,4,11/25/2022
C289430019,C***,Lusaka,Lusaka,XXXX8552,M***,3,12/7/2022
C289570012,A***,Lusaka,Chalala,XXXX1051,S***,3,12/7/2022
C291200012,P***,Lusaka,Barlastone,XXXX9198,A***,4,12/29/2022
C292850013,B***,Lusaka,Barlastone,XXXX2117,A***,5,1/16/2023
C295210017,F***,Lusaka,Matero,XXXX4477,A***,4,3/16/2023
C308120013,C***,Lusaka,Libala South,XXXX0746,E***,1,6/2/2023
C320570013,I***,Lusaka,Chaminuka,XXXX0160,M***,7,9/15/2023
C320580012,A***,Lusaka,Chaminuka,XXXX1913,M***,1,9/15/2023
C320590011,M***,Lusaka,Chaminuka,XXXX4992,M***,2,9/4/2023
C320770019,B***,Lusaka,Mtendere,XXXX5330,A***,1,9/5/2023
C321270019,M***,Lusaka,Chazanga,XXXX3784,J***,5,9/11/2023
C321280018,O***,Lusaka,Chazanga,XXXX7484,J***,5,9/11/2023
C321640013,S***,Lusaka,Chazanga,XXXX3238,J***,5,9/22/2023
C321650012,M***,Lusaka,Chazanga,XXXX1720,J***,5,9/22/2023
C321670010,E***,Lusaka,Chazanga,XXXX4249,J***,3,9/22/2023
C321700015,G***,Lusaka,Chaisa,XXXX5559,E***,2,9/23/2023
C321730012,M***,Lusaka,Kabanana,XXXX0781,J***,5,9/23/2023
C321770018,S***,Lusaka,John Haward,XXXX3708,F***,8,9/25/2023
C321790016,B***,Lusaka,Jack Compound,XXXX2912,F***,4,9/25/2023
C321800013,G***,Lusaka,John Haward,XXXX0452,F***,4,9/25/2023
C321810012,V***,Lusaka,John Haward,XXXX7144,F***,2,9/25/2023
C321870016,J***,Lusaka,John Haward,XXXX1156,F***,5,9/25/2023
C321890014,A***,Lusaka,John Haward,XXXX2855,F***,6,9/25/2023
C321900011,J***,Lusaka,John Haward,XXXX6266,F***,6,9/25/2023
C321910010,G***,Lusaka,John Haward,XXXX0452,F***,5,9/25/2023
C321930018,A***,Lusaka,John Haward,XXXX6604,F***,8,9/25/2023
C321960015,M***,Lusaka,John Haward,XXXX6646,F***,8,9/25/2023
C322410010,N***,Lusaka,John Haward,XXXX1254,F***,4,9/29/2023
C322420019,E***,Lusaka,Jack,XXXX5691,F***,8,9/29/2023
C322430018,J***,Lusaka,John Haward,XXXX8803,F***,6,9/29/2023
C322440017,B***,Lusaka,John Haward,XXXX1158,F***,4,9/29/2023
C322450016,C***,Lusaka,John Haward,XXXX4575,F***,8,9/29/2023
C322460015,M***,Lusaka,John Haward,XXXX9064,F***,2,9/29/2023
C322470014,S***,Lusaka,Jack,XXXX2719,F***,10,9/29/2023
C322480013,M***,Lusaka,John Haward,XXXX1437,F***,8,9/29/2023
C322490012,E***,Lusaka,John Haward,XXXX2069,F***,3,9/29/2023
C322500018,E***,Lusaka,John Haward,XXXX2716,F***,5,9/29/2023
C322510017,C***,Lusaka,Jack,XXXX6509,F***,7,9/29/2023
C322560012,P***,Lusaka,John Haward,XXXX1173,F***,7,9/29/2023
C322760018,E***,Lusaka,Jack Compound,XXXX2528,F***,10,10/4/2023
C323700013,E***,Lusaka,Matero,XXXX6673,A***,7,10/23/2023
C324710011,J***,Lusaka,Lusaka West,XXXX6270,M***,5,11/2/2023
C325920015,J***,Lusaka,Chilenje,XXXX1740,I***,8,11/21/2023
C325930014,C***,Lusaka,Chilenje,XXXX0825,I***,6,11/21/2023
C325980019,E***,Lusaka,Chilenje,XXXX6131,I***,7,11/21/2023
C325990018,R***,Lusaka,Chilenje,XXXX1032,I***,5,11/21/2023
C326010014,S***,Lusaka,Chilenje,XXXX0753,I***,9,11/21/2023
C326020013,S***,Lusaka,Chilenje,XXXX0753,I***,9,11/21/2023
C326070018,A***,Lusaka,10 Miles,XXXX1050,A***,6,11/22/2023
C326180015,P***,Lusaka,6 Miles,XXXX1853,F***,8,11/22/2023
C326220019,P***,Lusaka,6 Miles,XXXX8194,I***,8,11/22/2023
C326250016,T***,Lusaka,6 Miles,XXXX6482,A***,8,11/22/2023
C326290012,G***,Lusaka,6 Miles,XXXX3303,F***,3,11/22/2023
C326360013,K***,Lusaka,6 Miles,XXXX3815,I***,8,11/22/2023
C326440013,P***,Lusaka,Chilenje,XXXX9027,L***,4,11/23/2023
C326470010,M***,Lusaka,Chilenje,XXXX4698,I***,8,11/23/2023
C326490018,I***,Lusaka,Chilenje,XXXX9480,I***,7,11/23/2023
C326520012,J***,Lusaka,Chilenje,XXXX9944,I***,8,11/23/2023
C326560018,P***,Lusaka,Chilenje,XXXX3504,I***,4,11/23/2023
C326590015,E***,Lusaka,Chilenje,XXXX9393,I***,5,11/23/2023
C326620010,L***,Lusaka,Nyumba Yanga,XXXX4832,I***,5,11/23/2023
C326660016,L***,Lusaka,Nyumba Yanga,XXXX4832,F***,5,11/23/2023
C326750015,R***,Lusaka,Chalala,XXXX1375,S***,6,11/24/2023
C326820016,A***,Lusaka,Chilenje,XXXX1975,A***,7,11/23/2023
C326850013,R***,Lusaka,Chilenje,XXXX9738,A***,6,11/23/2023
C326860012,P***,Lusaka,Chilenje,XXXX3504,I***,4,11/23/2023
C326870011,R***,Lusaka,Chilenje,XXXX9738,A***,6,11/23/2023
C326880010,E***,Lusaka,Chilenje,XXXX1955,A***,5,11/23/2023
C326920014,M***,Lusaka,Garden Compound,XXXX0480,M***,8,11/24/2023
C326960010,V***,Lusaka,Garden Compound,XXXX5339,M***,10,11/24/2023
C327030011,C***,Lusaka,Garden Compound,XXXX7772,M***,9,11/24/2023
C327070017,L***,Lusaka,Garden Compound,XXXX2126,M***,4,11/24/2023
C327110011,S***,Lusaka,Garden Compound,XXXX1803,M***,6,11/24/2023
C327120010,C***,Lusaka,Garden Compound,XXXX4624,M***,5,11/24/2023
C327140018,G***,Lusaka,Garden Compound,XXXX9058,M***,7,11/24/2023
C327190013,I***,Lusaka,Garden Compound,XXXX6612,M***,4,11/24/2023
C327200010,E***,Lusaka,Garden Compound,XXXX6329,M***,4,11/24/2023
C327210019,H***,Lusaka,Garden Compound,XXXX7245,M***,8,11/24/2023
C327250015,M***,Lusaka,Garden Compound,XXXX2661,M***,10,11/24/2023
C327280012,L***,Lusaka,Garden Compound,XXXX8380,M***,6,11/24/2023
C327290011,M***,Lusaka,Garden Compound,XXXX1818,M***,6,11/24/2023
C327750014,A***,Lusaka,Chaisa,XXXX8418,E***,8,11/30/2023
C327760013,J***,Lusaka,Chaisa,XXXX0227,E***,4,11/30/2023
C327770012,H***,Lusaka,Ngombe,XXXX3762,B***,7,12/1/2023
C327780011,H***,Lusaka,Ngombe,XXXX3762,B***,7,12/1/2023
C327790010,C***,Lusaka,Ngombe,XXXX1808,B***,5,12/1/2023
C327820015,C***,Lusaka,Ngombe,XXXX3884,B***,2,12/1/2023
C327830014,L***,Lusaka,Ngombe,XXXX4318,B***,2,12/1/2023
C327880019,M***,Lusaka,Ngombe,XXXX8958,B***,7,12/1/2023
C327900015,G***,Lusaka,Kabanana,XXXX9072,C***,5,12/1/2023
C327910014,M***,Lusaka,Ngombe,XXXX4999,B***,7,12/1/2023
C327930012,A***,Lusaka,Ngombe,XXXX3575,B***,3,12/1/2023
C327940011,S***,Lusaka,Ngombe,XXXX3641,B***,6,12/1/2023
C328010012,L***,Lusaka,Ngombe,XXXX0037,B***,4,12/1/2023
C328030010,T***,Lusaka,Ngombe,XXXX7312,B***,7,12/1/2023
C328060017,M***,Lusaka,Ngombe,XXXX9073,B***,5,12/1/2023
C328170014,V***,Lusaka,Chilenje,XXXX2262,I***,3,12/5/2023
C328200019,L***,Lusaka,Chilenje,XXXX8522,I***,3,12/5/2023
C328210018,I***,Lusaka,Chilenje,XXXX9480,I***,4,12/5/2023
C328240015,M***,Lusaka,Chilenje,XXXX1680,I***,7,12/5/2023
C328250014,B***,Lusaka,Chilenje,XXXX0587,I***,7,12/5/2023
C328270012,N***,Lusaka,Chilenje,XXXX6092,I***,6,12/5/2023
C328300017,F***,Lusaka,John Haward,XXXX7446,F***,3,12/6/2023
C328320015,K***,Lusaka,Chawama,XXXX4394,F***,7,12/6/2023
C328340013,P***,Lusaka,Jack,XXXX9580,F***,7,12/6/2023
C328360011,M***,Lusaka,John Haward,XXXX3013,F***,7,12/6/2023
C328430012,E***,Lusaka,John Haward,XXXX3039,F***,4,12/6/2023
C328450010,P***,Lusaka,John Haward,XXXX3885,F***,6,12/6/2023
C328460019,A***,Lusaka,John Haward,XXXX8114,F***,4,12/6/2023
C328530019,E***,Lusaka,John Haward,XXXX8248,F***,10,12/7/2023
C328580014,R***,Lusaka,9 Miles,XXXX0856,M***,3,12/8/2023
C328590013,M***,Lusaka,Ngwerere,XXXX1955,M***,3,12/8/2023
C328610019,F***,Lusaka,Ngwerere,XXXX2736,M***,12,12/8/2023
C328630017,O***,Lusaka,Ngwerere,XXXX6413,M***,3,12/8/2023
C328640016,G***,Lusaka,Ngwerere,XXXX2596,M***,6,12/8/2023
C328650015,B***,Lusaka,6 Miles,XXXX8977,A***,5,12/8/2023
C328670013,A***,Lusaka,Ngwerere,XXXX9989,M***,5,12/8/2023
C328690011,L***,Lusaka,Ngwerere,XXXX1347,M***,8,12/8/2023
C328700018,E***,Lusaka,Ngwerere,XXXX5022,M***,6,12/8/2023
C328720016,A***,Lusaka,Ngwerere,XXXX8146,M***,7,12/8/2023
C328730015,M***,Lusaka,Ngwerere,XXXX7168,M***,4,12/8/2023
C328800016,B***,Lusaka,Chazanga,XXXX3958,J***,6,12/12/2023
C328850011,N***,Lusaka,Chazanga,XXXX6876,J***,5,12/12/2023
C328890017,B***,Lusaka,Chilenje,XXXX0347,I***,8,12/13/2023
C328910013,P***,Lusaka,Chilenje,XXXX3228,I***,5,12/13/2023
C328930011,O***,Lusaka,Chilenje,XXXX9611,A***,4,12/13/2023
C328940010,O***,Lusaka,Chilenje,XXXX9611,I***,4,12/13/2023
C328950019,P***,Lusaka,Chilenje,XXXX4881,I***,6,12/13/2023
C328960018,P***,Lusaka,Chilenje,XXXX4881,I***,6,12/13/2023
C328970017,N***,Lusaka,Chilenje,XXXX5887,L***,5,12/13/2023
C328980016,M***,Lusaka,Chilenje,XXXX0960,I***,4,12/13/2023
C329000012,M***,Lusaka,Mandevu,XXXX8397,C***,6,12/14/2023
C329030019,R***,Lusaka,Mandevu,XXXX9533,C***,4,12/14/2023
C329050017,J***,Lusaka,Mandevu,XXXX7277,C***,7,12/14/2023
C329060016,T***,Lusaka,Mandevu,XXXX6576,C***,7,12/14/2023
C329110019,A***,Lusaka,Mandevu,XXXX3491,C***,5,12/14/2023
C329180012,E***,Lusaka,6 Miles,XXXX9498,E***,6,12/14/2023
C329190011,J***,Lusaka,6 Miles,XXXX6859,E***,6,12/14/2023
C329200018,M***,Lusaka,Mandevu,XXXX1648,C***,4,12/14/2023
C329210017,J***,Lusaka,Mandevu,XXXX3416,C***,8,12/14/2023
C329220016,H***,Lusaka,Mandevu,XXXX9040,C***,3,12/14/2023
C329300016,D***,Lusaka,John Haward,XXXX3626,F***,5,12/15/2023
C329330013,P***,Lusaka,Chazanga,XXXX2334,J***,5,12/15/2023
C329340012,M***,Lusaka,Chazanga,XXXX3294,J***,3,12/15/2023
C329410013,C***,Lusaka,Chalala,XXXX4949,S***,9,12/18/2023
C329430011,C***,Lusaka,Chalala,XXXX4949,S***,3,12/18/2023
C329440010,B***,Lusaka,Chalala,XXXX1590,S***,5,12/18/2023
C329450019,A***,Lusaka,Chalala,XXXX7777,S***,5,12/18/2023
C329460018,M***,Lusaka,Chalala,XXXX0002,S***,9,12/18/2023
C329500011,G***,Lusaka,Chalala,XXXX0473,S***,10,12/18/2023
C329520019,M***,Lusaka,Chalala,XXXX9134,S***,7,12/18/2023
